IID	PC1	PC2
NA19449.SG	-0.6370416	-0.08366678
NA19451.SG	-0.6479349	-0.08591735
NA19452.SG	-0.6513521	-0.08253373
NA19454.SG	-0.6976403	-0.09148945
NA19455.SG	-0.6758531	-0.08322335
NA19456.SG	-0.6051927	-0.08092548
NA19457.SG	-0.6492292	-0.08127202
NA19461.SG	-0.6395198	-0.07835411
NA19462.SG	-0.6801857	-0.09333087
NA19463.SG	-0.6754314	-0.08882156
NA19466.SG	-0.6461837	-0.07997735
NA19467.SG	-0.6536923	-0.08265048
NA19468.SG	-0.6267467	-0.08306338
NA19471.SG	-0.6653985	-0.08355937
NA19472.SG	-0.6710695	-0.08166659
NA19473.SG	-0.645722	-0.08413085
NA19474.SG	-0.6675661	-0.08224036
NA19475.SG	-0.6828263	-0.0898843
NA19625.SG	-0.4203618	-0.09829852
NA19648.SG	0.06413065	0.1935462
NA19649.SG	0.07011074	0.1058707
NA19651.SG	0.05112044	0.08237273
NA19652.SG	0.07175696	0.08130429
NA19654.SG	0.08095902	-0.04921582
NA19655.SG	0.06682408	0.06332643
NA19657.SG	0.0855313	-0.06100517
NA19658.SG	0.09410806	0.058282
NA19660.SG	0.08996599	-0.006731504
NA19661.SG	0.08635338	-0.03158179
NA19663.SG	0.07787207	-0.07884324
NA19664.SG	0.07764433	-0.04724527
NA19669.SG	0.0969751	0.05371543
NA19670.SG	0.08484196	-0.0113122
NA19675.SG	0.05180492	0.1509793
NA19676.SG	0.0731639	0.07295568
NA19678.SG	0.04304871	0.1093471
NA19679.SG	0.05519117	0.2018514
NA19681.SG	0.08756856	-0.06416737
NA19682.SG	0.09574533	-0.009956597
NA19684.SG	0.09938084	0.06832692
NA19685.SG	0.08026868	-0.006707043
NA19700.SG	-0.5772615	-0.04412816
NA19701.SG	-0.5851807	-0.05948477
NA19703.SG	-0.600487	-0.04854459
NA19704.SG	-0.5718666	-0.05166211
NA19707.SG	-0.5062599	-0.02455775
NA19711.SG	-0.6082714	-0.06231647
NA19712.SG	-0.6311265	-0.06480532
NA19713.SG	-0.5237646	-0.0167348
NA19716.SG	0.0771965	-0.0532213
NA19717.SG	0.09834132	-0.06335213
NA19719.SG	0.06949884	0.01007471
NA19720.SG	0.09367927	-0.09197239
NA19722.SG	0.08048868	-0.009323048
NA19723.SG	0.05540111	-0.0345057
NA19725.SG	0.07216277	0.04159448
NA19726.SG	0.1199405	-0.06658685
NA19728.SG	0.1597293	-0.2129689
NA19729.SG	0.1511437	-0.2001264
NA19731.SG	0.1736285	-0.2334038
NA19732.SG	0.1641055	-0.2234028
NA19734.SG	0.1243285	-0.08028081
NA19735.SG	0.1458031	-0.1865679
NA19740.SG	0.1333448	-0.1580138
NA19741.SG	0.1524502	-0.1752599
NA19746.SG	0.1151686	-0.1096247
NA19747.SG	0.1028075	-0.03228404
NA19749.SG	0.0916728	0.01254403
NA19750.SG	0.07648696	0.07254099
NA19752.SG	0.1072725	-0.03133239
NA19755.SG	0.09939679	-0.1132693
NA19756.SG	0.06752217	-0.02595545
NA19758.SG	0.1358461	-0.142695
NA19759.SG	0.1246546	-0.1366122
NA19761.SG	0.08025744	-0.04757727
NA19762.SG	0.08047692	-0.07934131
NA19764.SG	0.07311541	0.033598
NA19770.SG	0.07361452	0.02082825
NA19771.SG	0.08315675	-0.02309055
NA19773.SG	0.08953882	0.04062883
NA19774.SG	0.07764528	-0.02040069
NA19776.SG	0.04222057	-0.01362062
NA19777.SG	0.0505899	-0.01024881
NA19779.SG	0.0736379	0.06846108
NA19780.SG	0.08042349	0.04248565
NA19782.SG	0.07071585	0.0006200163
NA19783.SG	0.136579	-0.1287032
NA19785.SG	0.09931103	-0.112149
NA19786.SG	0.09852121	-0.0601829
NA19788.SG	0.09979926	-0.09247243
NA19789.SG	0.06333481	-0.007292091
NA19792.SG	0.06415047	0.05336558
NA19794.SG	0.08011009	0.07754595
NA19795.SG	0.06849984	-0.01566798
NA19818.SG	-0.5020264	-0.01863741
NA19819.SG	-0.5016677	-0.01275249
NA19834.SG	-0.5240145	-0.0169902
NA19835.SG	-0.6008239	-0.05578635
NA19900.SG	-0.5932911	-0.0459546
NA19901.SG	-0.6565148	-0.06901345
NA19904.SG	-0.5725013	-0.04212
NA19908.SG	-0.6144659	-0.06291924
NA19909.SG	-0.5996458	-0.06352513
NA19913.SG	-0.6082639	-0.05733741
NA19914.SG	-0.493914	-0.001191337
NA19916.SG	-0.6284634	-0.06905862
NA19917.SG	-0.551324	-0.06016255
NA19920.SG	-0.6589482	-0.07436324
NA19921.SG	-0.3811677	-0.01690139
NA19922.SG	-0.495549	-0.01188388
NA19923.SG	-0.4178484	0.02609572
NA19982.SG	-0.629911	-0.06286837
NA19984.SG	-0.628142	-0.0595689
NA19985.SG	-0.5054667	-0.01711655
NA20126.SG	-0.4711987	-0.007024219
NA20127.SG	-0.6486866	-0.06970356
NA20274.SG	-0.1244893	-0.10057
NA20276.SG	-0.5708168	-0.03726045
NA20278.SG	-0.3047308	0.0679298
NA20281.SG	-0.5781178	-0.0487439
NA20282.SG	-0.4978577	-0.01535303
NA20287.SG	-0.5847061	-0.05199144
NA20289.SG	-0.549442	-0.02768877
NA20291.SG	-0.701072	-0.08616728
NA20294.SG	-0.6103628	-0.05587671
NA20296.SG	-0.544643	-0.03930196
NA20298.SG	-0.6711779	-0.0855155
NA20299.SG	-0.2220588	-0.1207728
NA20314.SG	0.1385895	-0.08779429
NA20317.SG	-0.4719877	0.000164608
NA20318.SG	-0.4992698	-0.02310657
NA20320.SG	-0.6491525	-0.07636474
NA20321.SG	-0.5663382	-0.03463396
NA20322.SG	-0.5225971	-0.02778693
NA20332.SG	-0.5430826	-0.03487542
NA20334.SG	-0.4166573	0.020298
NA20336.SG	-0.4057187	0.01373656
NA20339.SG	-0.6324179	-0.07697112
NA20340.SG	-0.6066986	-0.05943668
NA20341.SG	-0.5503833	-0.03324484
NA20342.SG	-0.4020491	0.01772421
NA20344.SG	-0.5294393	-0.03030819
NA20346.SG	-0.5867536	-0.0596331
NA20348.SG	-0.599645	-0.05815904
NA20351.SG	-0.4712389	-0.003898608
NA20355.SG	-0.5765212	-0.0431547
NA20356.SG	-0.6045223	-0.05619773
NA20357.SG	-0.6406251	-0.07162784
NA20359.SG	-0.5322486	-0.03020723
NA20362.SG	-0.5504141	-0.03460613
NA20412.SG	-0.5408096	-0.03987453
NA20502.SG	0.07191079	0.2189132
NA20503.SG	0.07905882	0.2242702
NA20504.SG	0.07779884	0.2238094
NA20505.SG	0.07312439	0.2325576
NA20506.SG	0.07843239	0.2253202
NA20507.SG	0.07210113	0.2259416
NA20508.SG	0.07453025	0.227912
NA20509.SG	0.06906482	0.2240655
NA20510.SG	0.07011769	0.2310455
NA20511.SG	0.07791613	0.2243848
NA20512.SG	0.07500765	0.2297177
NA20513.SG	0.07245196	0.2196624
NA20514.SG	0.07499054	0.2268419
NA20515.SG	0.07734899	0.2317945
NA20516.SG	0.07978248	0.2280698
NA20517.SG	0.07878379	0.2283356
NA20518.SG	0.07538922	0.2295521
NA20519.SG	0.0739181	0.2303087
NA20520.SG	0.07381201	0.2269878
NA20521.SG	0.07210077	0.2339695
NA20522.SG	0.07391757	0.2258784
NA20524.SG	0.08144608	0.2275937
NA20525.SG	0.07211847	0.2351599
NA20526.SG	0.0813517	0.2246749
NA20527.SG	0.07565376	0.2308851
NA20528.SG	0.0729139	0.2222594
NA20529.SG	0.07410142	0.2268573
NA20530.SG	0.0742214	0.2302717
NA20531.SG	0.07521159	0.2286331
NA20532.SG	0.07544264	0.2308938
NA20533.SG	0.07927774	0.2302935
NA20534.SG	0.07540574	0.2317612
NA20535.SG	0.07797062	0.227911
NA20536.SG	0.07180569	0.2264135
NA20538.SG	0.07302642	0.2273795
NA20539.SG	0.06968152	0.223672
NA20540.SG	0.06368969	0.1922401
NA20541.SG	0.07352386	0.233731
NA20542.SG	0.07057838	0.2254868
NA20543.SG	0.07559625	0.2287556
NA20544.SG	0.07626458	0.2289877
NA20581.SG	0.07125899	0.2370118
NA20582.SG	0.05995454	0.1812385
NA20585.SG	0.07611554	0.2232689
NA20586.SG	0.07030526	0.2284027
NA20587.SG	0.07313865	0.2294809
NA20588.SG	0.07425751	0.2314327
NA20589.SG	0.06900382	0.2288012
NA20752.SG	0.07513256	0.2283352
NA20753.SG	0.0740137	0.2319588
NA20754.SG	0.07530176	0.2271034
NA20755.SG	0.07507165	0.2401956
NA20756.SG	0.071806	0.2266305
NA20757.SG	0.06868643	0.2289381
NA20758.SG	0.06625707	0.2332665
NA20759.SG	0.07263432	0.2234698
NA20760.SG	0.06719055	0.1945084
NA20761.SG	0.07773846	0.2294924
NA20762.SG	0.07185634	0.2355452
NA20763.SG	0.07901552	0.2299397
NA20764.SG	0.07282508	0.229945
NA20765.SG	0.07374994	0.2294943
NA20766.SG	0.07492361	0.2269996
NA20767.SG	0.07694708	0.2256265
NA20768.SG	0.07451573	0.2336787
NA20769.SG	0.06377932	0.2061968
NA20770.SG	0.07558769	0.2247661
NA20771.SG	0.0713366	0.2303051
NA20772.SG	0.0723982	0.2323381
NA20773.SG	0.07542395	0.2292534
NA20774.SG	0.0708818	0.232189
NA20775.SG	0.07299147	0.2273383
NA20778.SG	0.07615701	0.2320373
NA20783.SG	0.07230456	0.2278807
NA20785.SG	0.07553984	0.2227515
NA20786.SG	0.0769994	0.230425
NA20787.SG	0.06445461	0.2286219
NA20790.SG	0.07439532	0.2367651
NA20792.SG	0.06931359	0.2134949
NA20795.SG	0.07207546	0.2282945
NA20796.SG	0.06424156	0.2098319
NA20797.SG	0.07107182	0.2327924
NA20798.SG	0.07601986	0.2238935
NA20799.SG	0.07437565	0.233014
NA20800.SG	0.06235667	0.1934483
NA20801.SG	0.07559284	0.2343598
NA20802.SG	0.06442468	0.2082464
NA20803.SG	0.07532202	0.2301361
NA20804.SG	0.07236103	0.2244548
NA20805.SG	0.07115474	0.2303255
NA20806.SG	0.07410439	0.2320247
NA20807.SG	0.07429483	0.225273
NA20808.SG	0.07413269	0.2228386
NA20809.SG	0.07503107	0.2327808
NA20810.SG	0.0704246	0.2340385
NA20811.SG	0.07193985	0.2351181
NA20812.SG	0.0810782	0.2259323
NA20813.SG	0.07229211	0.228886
NA20814.SG	0.07225044	0.2216115
NA20815.SG	0.06679854	0.2366335
NA20818.SG	0.0786486	0.2261276
NA20819.SG	0.07972243	0.2174321
NA20821.SG	0.07213538	0.228404
NA20822.SG	0.07268086	0.2251706
NA20826.SG	0.07187071	0.2347745
NA20827.SG	0.07237951	0.2250392
NA20828.SG	0.06743692	0.233262
NA20832.SG	0.0681518	0.2307073
NA20845.SG	0.07362244	0.04973878
NA20846.SG	0.07660686	0.05155113
NA20847.SG	0.0739941	0.02398064
NA20849.SG	0.07434834	0.02595718
NA20850.SG	0.07974285	0.06898393
NA20851.SG	0.06848876	0.02440512
NA20852.SG	0.07333878	0.04684829
NA20853.SG	0.07777572	0.02630509
NA20854.SG	0.07363958	0.05182808
NA20856.SG	0.07009242	0.03448809
NA20858.SG	0.07420277	0.08152451
NA20859.SG	0.07583036	0.02917612
NA20861.SG	0.07607822	0.02386755
NA20862.SG	0.08081477	0.0726809
NA20863.SG	0.07504365	0.02209178
NA20864.SG	0.07686932	0.06344026
NA20866.SG	0.07616641	0.04620219
NA20867.SG	0.07897985	0.03187256
NA20868.SG	0.07623863	0.0287494
NA20869.SG	0.07468254	0.02569382
NA20870.SG	0.07667911	0.08719685
NA20871.SG	0.07217636	0.01902818
NA20872.SG	0.07790006	0.07624593
NA20874.SG	0.06805751	0.04048292
NA20875.SG	0.07689762	0.02961502
NA20876.SG	0.07872787	0.02829897
NA20877.SG	0.07362681	0.03097634
NA20878.SG	0.08112382	0.02588553
NA20881.SG	0.07347399	0.0766948
NA20882.SG	0.07810604	0.05946961
NA20884.SG	0.06934742	0.01468766
NA20885.SG	0.07662711	0.05496414
NA20886.SG	0.07266051	0.06638134
NA20887.SG	0.07345268	0.03791296
NA20888.SG	0.08017223	0.02521679
NA20889.SG	0.07674705	0.04410428
NA20890.SG	0.07563249	0.05594562
NA20891.SG	0.07953173	0.06194366
NA20892.SG	0.07436858	0.03175275
NA20893.SG	0.08016557	0.05168892
NA20894.SG	0.07330256	0.0567668
NA20895.SG	0.08224605	0.04883552
NA20896.SG	0.08126456	0.02057087
NA20897.SG	0.07411933	0.002106406
NA20898.SG	0.07543148	0.06571905
NA20899.SG	0.07591969	0.02792416
NA20900.SG	0.07969763	0.05995113
NA20901.SG	0.07753556	0.03207062
NA20902.SG	0.07625627	0.01985734
NA20903.SG	0.07848457	0.04194186
NA20904.SG	0.08112117	0.08159917
NA20905.SG	0.07427631	0.04136331
NA20906.SG	0.07184522	0.004674978
NA20908.SG	0.07431732	0.01206028
NA20910.SG	0.07555367	0.07405758
NA20911.SG	0.07286497	0.02070288
NA21086.SG	0.0742985	0.02525011
NA21087.SG	0.07850828	0.02070906
NA21088.SG	0.07854569	0.0300484
NA21089.SG	0.07461737	0.02961009
NA21090.SG	0.06631364	0.02649031
NA21091.SG	0.07156433	0.03467665
NA21092.SG	0.08139101	0.03821169
NA21093.SG	0.07434022	0.02786311
NA21094.SG	0.07145938	0.02638751
NA21095.SG	0.07711385	0.02614044
NA21097.SG	0.06909426	0.04001029
NA21098.SG	0.07431938	0.0194326
NA21099.SG	0.06940395	0.03023884
NA21100.SG	0.07709138	0.02540498
NA21101.SG	0.07565995	0.0238767
NA21102.SG	0.07297966	0.03430067
NA21103.SG	0.07171454	0.02383972
NA21104.SG	0.07489287	0.01709492
NA21105.SG	0.07791075	0.03006878
NA21106.SG	0.07181911	0.02196376
NA21107.SG	0.0752365	0.03977273
NA21108.SG	0.0761422	0.06991596
NA21109.SG	0.07440209	0.02701821
NA21110.SG	0.07753905	0.02941691
NA21111.SG	0.07570281	0.03052087
NA21112.SG	0.07335898	0.02556552
NA21113.SG	0.07594535	0.02908019
NA21114.SG	0.07622758	0.03194231
NA21115.SG	0.07841234	0.02576571
NA21116.SG	0.07844618	0.03022314
NA21117.SG	0.07484946	0.02545152
NA21118.SG	0.07132239	0.02923363
NA21119.SG	0.07233662	0.03057559
NA21120.SG	0.07323239	0.03738904
NA21122.SG	0.06962464	0.03046535
NA21123.SG	0.07111466	0.03286628
NA21124.SG	0.07985098	0.03002278
NA21125.SG	0.08101695	0.025824
NA21126.SG	0.07562422	0.02703491
NA21127.SG	0.06920767	0.02836749
NA21128.SG	0.07534964	0.03062135
NA21129.SG	0.07672499	0.01429623
NA21130.SG	0.07826144	0.03098501
NA21133.SG	0.07711247	0.0287802
NA21135.SG	0.07409091	0.02677452
NA21137.SG	0.07661958	0.03074323
NA21141.SG	0.07746476	0.02475302
NA21142.SG	0.07764983	0.02769224
NA21143.SG	0.08006082	0.01949224
NA21144.SG	0.07561364	0.020515
I5014	0.009450476	0.02403097
I0700	0.02851733	0.09244718
I0704_published	0.006493152	0.02696683
I0706	0.01815818	0.06484061
I1108	0.01982219	0.06964345
I1109	0.01673495	0.07060791
I1113	0.01550323	0.059093
I1295	0.008337769	0.04052259
I1296_published	0.003139501	0.01448345
I1297	0.009102526	0.03128664
I1733	0.02416224	0.04755121
I1737_published	0.007381047	0.0137415
I2175	0.02625123	0.1116371
I2176_published	0.04607885	0.1598044
I2181_published	0.005959382	0.01665594
I2215_published	0.005660584	0.02151234
I2216_published	0.003681802	0.01797411
I2423	0.03192706	0.1367061
I2424	0.04735932	0.1725788
I2425	0.01472017	0.05707463
I2426_published	0.001677069	0.008348277
I2430	0.04205154	0.1623345
I2526	0.02547776	0.1070607
I4899	0.005042483	0.01296424
I4901	0.0607184	0.127759
I4131	0.01024931	0.03155873
I4124	0.01599645	0.04728133
I5019	0.0004420709	0.002400743
I4143	0.00932045	0.0272274
I4144	0.007559553	0.02145475
I4134	0.004645207	0.0165866
I5023	0.04697514	0.1183553
I4145	0.007353173	0.02083631
I4136	0.01985461	0.0553048
I4139	0.06264618	0.1579012
I5037	0.002236331	0.004561418
I5042	0.006062818	0.01561719
I4141	0.02583482	0.06627964
I4130	0.01797044	0.05068464
I5116	0.0008201915	0.00360563
I5117	0.02605528	0.08948593
I5118	0.04511504	0.1787798
I5119	0.04553619	0.1896008
I0018	0.06095601	0.2386575
I9058	0.01961245	-0.0402179
I1183_published_d	0.0005397841	0.006062451
I9056_d	0.002665477	-0.005638707
I9057_d	0.0005522037	-0.001441913
I9054_d	0.0107177	-0.02406364
I9055_d	0.001756824	-0.003495164
CP21_published	0.1199448	-0.182085
CP22_published	0.09933399	-0.1553691
CP29	0.1335179	-0.20456
CP8	0.1383762	-0.203432
ILK001	0.06609557	0.224462
ILK002	0.05782867	0.233066
ILK003	0.05472417	0.2320599
Darra.I.Kur_d	0.001201556	0.005876694
I1875	0.03274572	0.08382661
I4160	0.07065068	0.1521929
I4163	0.03358621	0.09131567
I4304	0.05919638	0.2174082
I4305	0.05825377	0.2153143
I4308	0.004206194	0.01622073
I4595	0.07822682	0.1672971
I4596	0.07939065	0.1728098
I4630	0.07499973	0.144012
I4632	0.07750746	0.1754079
I4634	0.0355034	0.1244036
I4635	0.03634678	0.1359864
I4871	0.05028254	0.1148235
I4872	0.03051397	0.07621752
I4873	0.07931373	0.1889809
I4874	0.07716129	0.1842232
I4875	0.07436264	0.1898251
I4876	0.07663501	0.1816133
I4877	0.07609041	0.1851878
I4878	0.07691348	0.1828291
I4880	0.07456258	0.1853615
I4881_published	0.07236058	0.1822699
I4882	0.07618853	0.1816315
I4910	0.04962646	0.1034119
I4914_published	0.07488766	0.1795974
I4915	0.07148867	0.1795899
I4916	0.07539524	0.1752137
I4917	0.07386832	0.167529
I4918	0.05596195	0.2157482
I4945	0.04094861	0.1161714
I4946	0.02877544	0.07962044
I4947	0.0004994572	0.001481397
I4949_published	0.005999782	0.0194557
I4950	0.0708544	0.1600405
I4951	0.0153397	0.03855789
I4971	0.03319858	0.08952051
I4972	0.0004171489	0.002239301
I5068	0.01783081	0.08674071
I5069	0.05423814	0.2244555
I5070	0.05523449	0.2266387
I5071	0.02920296	0.1259574
I5072	0.03669121	0.165875
I5076	0.05721296	0.2042975
I5077	0.05058784	0.2201056
I5078	0.05337481	0.2259586
I5079	0.05016803	0.2161222
I5232	0.0612248	0.2008917
I5233	0.07672571	0.1787607
I5234	0.06143382	0.1598616
I5235	0.06836767	0.1815686
I5236	0.06807703	0.184513
I5237	0.07150918	0.1906456
I5238	0.07068792	0.1755843
I5239	0.06782791	0.1801962
I5240	0.07214321	0.1821862
I5241	0.06893822	0.1838978
I5242	0.07132471	0.1801966
I5244	0.07016931	0.1781519
I5259_published	0.03044724	-0.1451496
I5269	0.0757747	0.1490636
I5270	0.0211698	0.04142347
I5271	0.01765127	0.03549523
I5272	0.05323501	0.118433
I5273	0.07010081	0.148775
I5277	0.07400926	0.1411942
I5278	0.03273098	0.06803585
I5279	0.07264975	0.1463479
I4790	0.07968635	0.1580339
I4791	0.01126319	0.02459782
I4794	0.03427238	0.05488602
I4884	0.07486167	0.1811968
I4885	0.06143811	0.1955809
I4886	0.06952163	0.1973195
I4887	0.06602428	0.18666
I4888	0.06711986	0.1890104
I4889	0.06740218	0.1860886
I4890	0.002914018	0.009885163
I4891	0.07271921	0.1928535
I4892	0.07311154	0.1800688
I4893	0.05743747	0.2304999
I4894	0.05289418	0.2221425
I4895	0.07213846	0.1787798
I4896	0.06427458	0.1876773
I5204	0.05347758	0.2217436
I5205	0.0547658	0.2261332
I5206	0.05439372	0.223475
I5456	0.07937122	-0.1265555
I5457	0.04797469	-0.07813783
I5512	0.08010225	0.187026
I5513	0.07332553	0.1705143
I5514	0.0759671	0.1970287
I5515	0.01233571	0.03730525
I5516	0.01850335	0.05460635
I5519	0.05689286	0.1558811
I5520	0.02116395	0.06393501
I5521	0.06064669	0.1499827
I5522	0.0007704568	0.002418633
I5523	0.0442832	0.1118047
I5524	0.04353161	0.1360986
I5525	0.06447325	0.1810935
I5526	0.001166305	0.002681217
I5527	0.001390116	0.005260644
I5529	0.03810329	0.1024165
I5530	0.0002682916	0.0006643688
I5531	0.05399988	0.1386181
I5748	0.05517655	0.1473607
I5750	0.05779379	0.1433093
I5755	0.009853127	0.02770776
I5757	0.005785066	0.0180615
I5759	0.008861573	0.0294815
I5761	0.003685215	0.009085669
I5766	0.08029993	0.02465222
I5769	0.05045887	0.1850525
I5771	0.02057597	0.05496118
I5772	0.03883611	0.1025047
I5773_published	0.005688729	0.01643533
I5833	0.05072253	0.1566524
I5834	0.05018981	0.1371734
I5835	0.04742648	0.1527499
I5836	0.03181666	0.08882594
I5838	0.05306925	0.1952485
I5868_published	0.001560873	0.003794666
I5869	0.009581884	0.0191188
I5870	0.02138952	0.0429089
I5872_published	0.008797423	0.01997594
I5873_published	0.002619321	0.003639199
I5875	0.04283481	0.08547728
I5876	0.04612108	0.09404211
I5878_published	0.005686805	0.0111873
I5879	0.01039404	0.02425671
I5881_published	0.006305198	0.01341023
I5882	0.03660738	0.08761612
I5883	0.01523519	0.03315127
I5885_published	0.01664421	0.03249974
I5886_published	0.006144975	0.01548583
I5888_published	0.008033436	0.01447847
I5889_published	0.00492308	0.01049028
I5890	0.02825099	0.06142934
I5891_published	0.001567285	0.00321355
I5892	0.01034828	0.02306545
I5893_published	0.005871716	0.01286783
I5951_published	0.002462749	-0.007834345
mondal_BIR-08.SG	0.08216452	-0.1422315
mondal_BIR-11.SG	0.08230658	-0.1485725
mondal_BIR-12.SG	0.08632586	-0.1454892
mondal_BIR-13.SG	0.08097701	-0.1416712
mondal_BIR-14.SG	0.08559788	-0.1402112
mondal_BIR-15.SG	0.08022614	-0.113181
mondal_BIR-16.SG	0.07645928	-0.143071
mondal_BIR-18.SG	0.08253331	-0.1380844
mondal_BIR-22.SG	0.0810952	-0.1332602
mondal_BR1-10.SG	0.09123536	-0.04435326
mondal_BR1-12.SG	0.08389735	0.03747851
mondal_BR1-13.SG	0.0875602	0.02152958
mondal_BR1-16.SG	0.07965668	0.04852111
mondal_BR1-18.SG	0.08311035	0.03125815
mondal_BR1-1.SG	0.09271379	0.01706943
mondal_BR1-3.SG	0.1029786	-0.05268216
mondal_BR1-4.SG	0.08588924	0.02273178
mondal_BR1-5.SG	0.08705439	0.01488647
mondal_BR1-6.SG	0.0844171	0.0194188
mondal_IL-01.SG	0.0723439	-0.05728008
mondal_IL-04.SG	0.06938322	-0.06038159
mondal_IL-07.SG	0.07146566	-0.06358774
mondal_IL-08.SG	0.07767455	-0.06705034
mondal_IL-09.SG	0.074115	-0.07112268
mondal_IL-10.SG	0.06778276	-0.05916976
mondal_IL-11.SG	0.06372154	-0.06050118
mondal_IL-12.SG	0.06917463	-0.05710222
mondal_IL-15.SG	0.0707572	-0.04311458
mondal_IL-16.SG	0.06950699	-0.06476725
mondal_PRBB-1.SG	0.0871179	-0.03169435
mondal_PRBB-2.SG	0.07628591	0.08580839
mondal_RAI-11.SG	0.08929719	-0.0457385
mondal_RAI-12.SG	0.09428843	-0.05913589
mondal_RAI-13.SG	0.09775141	-0.06381091
mondal_RAI-15.SG	0.09943531	-0.05984438
mondal_RAI-2.SG	0.08241932	0.03304939
mondal_RAI-3.SG	0.08607083	0.03682914
mondal_RAI-4.SG	0.0927785	-0.05458502
mondal_RAI-5.SG	0.09448955	-0.06578035
mondal_RAI-8.SG	0.09644969	-0.04860209
mondal_RAI-9.SG	0.09651566	-0.05741658
mondal_RIA-12.SG	0.1370436	-0.2894231
mondal_RIA-14.SG	0.1430334	-0.2821278
mondal_RIA-19.SG	0.1365382	-0.2733532
mondal_RIA-20.SG	0.1428061	-0.2887611
mondal_RIA-23.SG	0.1331336	-0.2803916
mondal_RIA-24.SG	0.1369312	-0.284067
mondal_RIA-41.SG	0.1417785	-0.2818193
mondal_RIA-42.SG	0.138683	-0.2796321
mondal_RIA-45.SG	0.142404	-0.2780012
mondal_RIA-63.SG	0.1352109	-0.2758337
mondal_VV1-01.SG	0.07352606	0.005514462
mondal_VV1-03.SG	0.07451075	0.01540646
mondal_VV1-04.SG	0.06429454	0.01089526
mondal_VV1-05.SG	0.07141444	0.007318425
mondal_VV1-06.SG	0.06876559	0.005832604
mondal_VV1-07.SG	0.07104864	0.008163343
mondal_VV1-14.SG	0.06826509	0.0160896
mondal_VV1-16.SG	0.06796946	0.005577974
mondal_VV1-20.SG	0.0667647	-0.002707402
mondal_JAR-27.SG	0.07021111	-0.1697648
mondal_JAR-32.SG	0.07026668	-0.1608518
mondal_JAR-54.SG	0.06903196	-0.1612933
mondal_JAR-61.SG	0.06326031	-0.1596026
mondal_ONG-1.SG	0.06843197	-0.1621684
mondal_ONG-12.SG	0.07107746	-0.1685795
mondal_ONG-14.SG	0.06898204	-0.1606735
mondal_ONG-4.SG	0.06656025	-0.1664574
mondal_ONG-8.SG	0.06711544	-0.167219
mondal_ONG-9.SG	0.06344924	-0.1626918
I0679_d	0.01554278	0.06089721
I0589_all	-0.4825266	-0.06550022
I2417	0.072039	0.1636033
I2443	0.07160404	0.196077
I2446_published	0.009178025	0.02303254
I2447	0.07414943	0.1955842
I2450	0.08149212	0.1957404
I2458	0.06943244	0.1928355
I2461	0.06473747	0.1740771
I2462	0.07083796	0.1925358
I2469_published	0.006289155	0.02274248
I2477	0.05114654	0.2109761
I2484_all	0.01216253	0.04144743
I2521	0.04711065	0.2222926
I2529_published	0.03700438	0.1678301
I2726_all	0.001150427	-0.003987233
I2794	0.05949918	0.2489547
I2937_all	0.0406674	0.2029434
I3238	0.01612209	0.04954199
I3726_all	-0.3050208	0.03031694
I3921_all	0.01747999	-0.1700917
I4105_all	0.01917595	-0.1645297
I4106_all	0.02662015	-0.1678809
I4930	0.002849173	0.01028629
I4933	-1.928015e-05	0.0002118922
I5207	0.06260755	0.242252
I5208	0.06212179	0.2394411
I5358	0.01593303	0.06412576
I5359	0.03776877	0.1423047
I5364	0.002341979	0.005075514
I5366	0.04395393	0.1547794
I5367	0.06893805	0.1751682
I5370	0.003530097	0.01340991
I5371	0.02451192	0.09090367
I5373	0.02134636	0.05088429
I5374	0.002296613	0.01193843
I5376	0.01361477	0.02880695
I5379	0.05811209	0.1630276
I5382	0.02439143	0.07392154
I5385	0.04476753	0.1223176
I5387	0.0258581	0.08962968
I5396	0.0425527	0.06222025
I5397	0.05217769	0.07868561
I5398	0.06286605	0.08558
I5400	0.0512701	0.06537973
I5401	0.03936577	0.1012168
I5402	0.07005634	0.1741531
I5405	0.01328424	0.05402128
I5407	0.07647973	0.1888828
I5408	0.04836674	0.1140303
I5409_published	0.05087184	0.1306756
I5411	0.06360553	0.1524009
I5427	0.04596452	0.2029862
I5428	0.02828283	0.1002531
I5429	0.06562872	0.2188603
I5441	0.01550262	0.04996989
I5469	0.0002467488	0.0008320407
I5470_published	0.0007064585	0.002255469
I5471_published	0.05348965	0.1381731
I5473_published	0.0006904562	0.002134894
I5604	0.04774363	0.1196094
I5605	0.0144315	0.04119521
I5608	0.06654916	0.18019
I5655_published	0.002271206	0.006169257
I5656	0.0002324486	0.0009392022
I5657_published	0.004582757	0.01336993
I5658	0.02535744	0.06116276
I5659	0.01013704	0.02404502
I5660_published	0.003711482	0.01332697
I5661_published	0.00755272	0.01892445
I5663_published	0.001591641	0.005204708
I5665	0.03811658	0.1143167
I5666	0.02172146	0.0614192
I5957_published	0.006995487	0.01408277
I6047	0.02613937	0.03427751
I6133_published	0.003431712	0.007457003
I6218	0.0002805401	0.000827534
I6221	0.08092893	0.1493514
I6222	0.01344802	0.02472314
I6224	0.09908073	-0.004864908
I6225	0.04914636	0.001935843
I6226	0.100162	-0.02292801
I6228	0.1288072	-0.2411843
I6230	0.09595353	-0.02951592
I6231	0.06720625	-0.0164851
I6232	0.09806539	0.002755841
